2	2870.52	1361.08
3	1735.91	1685.34
4	1712.8	887.877
5	725.346	357.05
6	205.691	108.993
7	64.507	24.486
8	13.4639	3.52464
9	2.05763	0.35485
10	0.241132	0.0263801
11	0.0222334	0.00149697
12	0.00163361	6.60765e-05
13	9.55784e-05	2.27979e-06
14	4.34724e-06	5.96209e-08
15	1.62232e-07	4.51535e-09
16	1.28598e-08	5.78188e-09
17	9.76494e-09	6.28678e-09
18	1.04358e-08	7.15325e-09
19	4.94884e-08	1.16057e-08
20	5.06262e-08	9.11581e-09
21	4.83335e-07	1.17874e-08
22	5.87822e-07	1.47126e-08
23	1.30477e-06	1.44644e-08
24	1.36263e-06	1.76962e-08
25	2.94158e-05	2.38207e-08
26	0.000218576	2.98011e-08
27	0.000424317	3.60092e-07
28	0.0020779	1.5768e-05
29	0.00709615	1.85036e-05
30	0.0249023	0.000915752
31	0.0257657	0.00547385
32	0.0106019	0.0966547
33	0.920431	0.374852
34	2.13541	1.50692
35	4.30358	26.427
36	30.9996	154.947
37	182.589	2864.15
38	1516.22	46701.2
39	8364.07	542711
40	40819.7	2.39168e+06
41	238303	1.59906e+06
42	2.94679e+06	7.0326e+07
43	1.19555e+07	2.35924e+09
44	2.54538e+08	5.32595e+10
45	9.32499e+08	3.5871e+11
46	2.35436e+10	2.22873e+12
47	1.91835e+11	5.98506e+12
48	4.05463e+11	2.01798e+14
49	4.66867e+12	4.7328e+14
50	3.32145e+14	6.81394e+16
